Formula,Resist,Seebeck,T (K),average atomic volume,preparative route
WO3,108.48187209999999,124.82600000000001,700.0,13.216875,Solid state reaction
WO3,64.85589021,160.80100000000002,1000.0,13.216875,Solid state reaction
W0.99O2.97Co0.02O0.03,1246.791071,92.5958,300.0,13.216875,Solid state reaction
W0.99O2.97Co0.02O0.03,707.6990581,97.0383,400.0,13.216875,Solid state reaction
W0.99O2.97Co0.02O0.03,86.02520539,113.50200000000001,700.0,13.216875,Solid state reaction
W0.99O2.97Co0.02O0.03,36.42867811,113.93700000000001,1000.0,13.216875,Solid state reaction
W0.95O2.95Co0.1O0.15,114.491013,103.223,300.0,13.216875,Solid state reaction
W0.95O2.95Co0.1O0.15,99.41840235,106.01,400.0,13.216875,Solid state reaction
W0.95O2.95Co0.1O0.15,20.23705688,120.12200000000001,700.0,13.216875,Solid state reaction
W0.95O2.95Co0.1O0.15,15.89233894,125.61,1000.0,13.216875,Solid state reaction
W0.9O2.7Co0.2O0.3,561.0255547,103.833,300.0,13.216875,Solid state reaction
W0.9O2.7Co0.2O0.3,175.70801540000002,105.575,400.0,13.216875,Solid state reaction
W0.9O2.7Co0.2O0.3,52.08251954,121.603,700.0,13.216875,Solid state reaction
W0.9O2.7Co0.2O0.3,35.73279019,124.21600000000001,1000.0,13.216875,Solid state reaction
CaMnO3,0.302535,-650.91,300.0,10.3485,Solid state reaction
CaMnO3,0.24169000000000002,-587.185,400.0,10.3485,Solid state reaction
CaMnO3,0.103099,-362.325,700.0,10.3485,Solid state reaction
CaMnO3,0.0844,-282.21299999999997,1000.0,10.3485,Solid state reaction
CaYb0.05Mn0.95O3,0.00919163,-109.244,300.0,10.3485,Solid state reaction
CaYb0.05Mn0.95O3,0.0106095,-124.72,400.0,10.3485,Solid state reaction
CaYb0.05Mn0.95O3,0.0155708,-168.417,700.0,10.3485,Solid state reaction
CaYb0.05Mn0.95O3,0.0186642,-244.888,1000.0,10.3485,Solid state reaction
CaYb0.1Mn0.9O3,0.00389918,-52.8011,300.0,10.376,Solid state reaction
CaYb0.1Mn0.9O3,0.0043831,-60.083999999999996,400.0,10.376,Solid state reaction
CaYb0.1Mn0.9O3,0.00614631,-84.6639,700.0,10.376,Solid state reaction
CaYb0.1Mn0.9O3,0.00782461,-128.361,1000.0,10.376,Solid state reaction
CaYb0.15Mn0.85O3,0.00336145,-38.2353,300.0,10.376,Solid state reaction
CaYb0.15Mn0.85O3,0.00359065,-49.1597,400.0,10.376,Solid state reaction
CaYb0.15Mn0.85O3,0.00481615,-60.9944,700.0,10.376,Solid state reaction
CaYb0.15Mn0.85O3,0.00595672,-101.05,1000.0,10.376,Solid state reaction
CaYb0.4Mn0.6O3,0.015219899999999998,-9.103639999999999,300.0,10.376,Solid state reaction
CaYb0.4Mn0.6O3,0.012081200000000002,-20.028,400.0,10.376,Solid state reaction
CaYb0.4Mn0.6O3,0.0106181,-50.9804,700.0,10.376,Solid state reaction
CaYb0.4Mn0.6O3,0.0110794,-25.4902,1000.0,10.376,Solid state reaction
In2O3,0.0135192,-156.078,300.0,12.943875,solid state reaction
In2O3,0.014948699999999999,-172.722,400.0,12.943875,solid state reaction
In2O3,0.0194842,-202.21900000000002,700.0,12.943875,solid state reaction
In2O3,0.0229674,-222.736,1000.0,12.943875,solid state reaction
In1.998Ge0.002O3,0.00210578,-88.5671,300.0,12.943875,solid state reaction
In1.998Ge0.002O3,0.0023498,-105.83200000000001,400.0,12.943875,solid state reaction
In1.998Ge0.002O3,0.00337115,-146.168,700.0,12.943875,solid state reaction
In1.998Ge0.002O3,0.0044954999999999995,-177.832,1000.0,12.943875,solid state reaction
In1.994Ge0.006O3,0.000836795,-50.4768,300.0,12.943875,solid state reaction
In1.994Ge0.006O3,0.000942337,-62.4767,400.0,12.943875,solid state reaction
In1.994Ge0.006O3,0.00129155,-94.1419,700.0,12.943875,solid state reaction
In1.994Ge0.006O3,0.00168341,-119.305,1000.0,12.943875,solid state reaction
In1.985Ge0.015O3,0.000722981,-46.7607,300.0,12.943875,solid state reaction
In1.985Ge0.015O3,0.0008178969999999999,-56.5928,400.0,12.943875,solid state reaction
In1.985Ge0.015O3,0.00113128,-83.3032,700.0,12.943875,solid state reaction
In1.985Ge0.015O3,0.00143465,-108.464,1000.0,12.943875,solid state reaction
In1.94Ge0.06O3,0.0008961510000000001,-50.7871,300.0,12.943875,solid state reaction
In1.94Ge0.06O3,0.000995442,-60.6186,400.0,12.943875,solid state reaction
In1.94Ge0.06O3,0.00139586,-88.5677,700.0,12.943875,solid state reaction
In1.94Ge0.06O3,0.00177828,-114.96700000000001,1000.0,12.943875,solid state reaction
In1.9Ge0.1O3,0.00132139,-53.2639,300.0,12.943875,solid state reaction
In1.9Ge0.1O3,0.00143465,-65.5729,400.0,12.943875,solid state reaction
In1.9Ge0.1O3,0.0017301999999999999,-93.2129,700.0,12.943875,solid state reaction
In1.9Ge0.1O3,0.00208663,-117.444,1000.0,12.943875,solid state reaction
In1.8Ge0.2O3,0.00287298,-52.3343,300.0,12.943875,solid state reaction
In1.8Ge0.2O3,0.0027953,-64.0245,400.0,12.943875,solid state reaction
In1.8Ge0.2O3,0.00243728,-86.4,700.0,12.943875,solid state reaction
In1.8Ge0.2O3,0.00267047,-110.012,1000.0,12.943875,solid state reaction
LaCoO3,7.717915156,-390.0,300.0,11.1365,solid state reaction
LaCoO3,0.38388399,140.3,400.0,11.1365,solid state reaction
LaCoO3,0.0013583129999999999,28.76,700.0,11.1365,solid state reaction
LaCoO3,0.0009840110000000001,15.7,1000.0,11.1365,solid state reaction
La0.99Sr0.01CoO3,0.15703628,395.0,300.0,11.1365,solid state reaction
La0.99Sr0.01CoO3,0.074131024,304.0,400.0,11.1365,solid state reaction
La0.99Sr0.01CoO3,0.001230269,32.48,700.0,11.1365,solid state reaction
La0.99Sr0.01CoO3,0.000950605,18.56,1000.0,11.1365,solid state reaction
La0.98Sr0.02CoO3,0.069183097,330.0,300.0,11.1365,solid state reaction
La0.98Sr0.02CoO3,0.033806484,243.5,400.0,11.1365,solid state reaction
La0.98Sr0.02CoO3,0.0010964780000000001,28.76,700.0,11.1365,solid state reaction
La0.98Sr0.02CoO3,0.00091622,17.6,1000.0,11.1365,solid state reaction
La0.95Sr0.05CoO3,0.015958791,214.7,300.0,11.1475,solid state reaction
La0.95Sr0.05CoO3,0.007277798,129.0,400.0,11.1475,solid state reaction
La0.95Sr0.05CoO3,0.0009495110000000001,25.04,700.0,11.1475,solid state reaction
La0.95Sr0.05CoO3,0.0008317639999999999,14.8,1000.0,11.1475,solid state reaction
La0.8Sr0.2CoO3,0.000467735,21.32,300.0,11.21,solid state reaction
La0.8Sr0.2CoO3,0.00044668400000000004,17.6,400.0,11.21,solid state reaction
La0.8Sr0.2CoO3,0.000498884,10.17,700.0,11.21,solid state reaction
La0.8Sr0.2CoO3,0.000597035,5.52,1000.0,11.21,solid state reaction
Yb14MnSb11,0.00203961,56.4516,300.0,29.12947115,"flux (Sn), Ar"
Yb14MnSb11,0.00232311,68.7334,400.0,29.12947115,"flux (Sn), Ar"
Yb14MnSb11,0.0034631999999999996,117.242,700.0,29.12947115,"flux (Sn), Ar"
Yb14MnSb11,0.00457917,164.143,1000.0,29.12947115,"flux (Sn), Ar"
Zn4Sb3,0.00210707,110.866,300.0,25.56571429,"melted, inert"
Zn4Sb3,0.00258969,146.015,400.0,25.56571429,"melted, inert"
Zn4Sb3,0.00332511,205.872,700.0,25.56571429,"melted, inert"
CeFe2Co2Sb12,0.00391,126.0,300.0,21.97058824,combination of melting and powder metallurgy techniques
CeFe2Co2Sb12,0.00385,154.0,400.0,21.97058824,combination of melting and powder metallurgy techniques
CeFe2Co2Sb12,0.00325,166.0,700.0,21.97058824,combination of melting and powder metallurgy techniques
CeFe3CoSb12,0.00103,101.0,300.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe3CoSb12,0.00112,127.0,400.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe3CoSb12,0.0012900000000000001,176.0,700.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe3.5Co0.5Sb12,0.000893,87.2,300.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe3.5Co0.5Sb13,0.0009710000000000001,107.0,400.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe3.5Co0.5Sb14,0.00107,158.0,700.0,22.25911765,combination of melting and powder metallurgy techniques
CeFe4Sb12,0.000771,58.2,300.0,22.42647059,combination of melting and powder metallurgy techniques
CeFe4Sb12,0.0008359999999999999,75.7,400.0,22.42647059,combination of melting and powder metallurgy techniques
CeFe4Sb12,0.000886,127.0,700.0,22.42647059,combination of melting and powder metallurgy techniques
AgCrSe2,0.044546300000000004,279.207,300.0,20.74166667,"solid state reaction, sealed"
AgCrSe2,0.0402203,300.119,400.0,20.74166667,"solid state reaction, sealed"
AgCrSe2,0.032860400000000005,306.69599999999997,700.0,20.74166667,"solid state reaction, sealed"
Zn0.9975Al0.0025O,0.0511002,-132.097,300.0,11.905,"solid state reaction, vacuum"
Zn0.9975Al0.0025O,0.050471499999999996,-135.054,400.0,11.905,"solid state reaction, vacuum"
Zn0.9975Al0.0025O,0.041277,-180.753,700.0,11.905,"solid state reaction, vacuum"
Zn0.9975Al0.0025O,0.023909599999999996,-218.521,1000.0,11.905,"solid state reaction, vacuum"
Zn0.995Al0.005O,0.015108100000000001,-115.43,300.0,11.905,"solid state reaction, vacuum"
Zn0.995Al0.005O,0.0150295,-128.468,400.0,11.905,"solid state reaction, vacuum"
Zn0.995Al0.005O,0.0154224,-162.876,700.0,11.905,"solid state reaction, vacuum"
Zn0.995Al0.005O,0.010943000000000001,-204.67700000000002,1000.0,11.905,"solid state reaction, vacuum"
Zn0.9925Al0.0075O,0.010314299999999998,-113.95200000000001,300.0,11.905,"solid state reaction, vacuum"
Zn0.9925Al0.0075O,0.010314299999999998,-123.495,400.0,11.905,"solid state reaction, vacuum"
Zn0.9925Al0.0075O,0.011100200000000001,-154.543,700.0,11.905,"solid state reaction, vacuum"
Zn0.9925Al0.0075O,0.00952849,-187.87599999999998,1000.0,11.905,"solid state reaction, vacuum"
Zn0.99Al0.01O,0.006778,-110.995,300.0,11.905,"solid state reaction, vacuum"
Zn0.99Al0.01O,0.00709234,-117.177,400.0,11.905,"solid state reaction, vacuum"
Zn0.99Al0.01O,0.00795678,-147.016,700.0,11.905,"solid state reaction, vacuum"
Zn0.99Al0.01O,0.00772102,-175.78,1000.0,11.905,"solid state reaction, vacuum"
Zn0.97Al0.03O,0.0213949,-144.866,300.0,11.905,"solid state reaction, vacuum"
Zn0.97Al0.03O,0.021473500000000003,-149.839,400.0,11.905,"solid state reaction, vacuum"
Zn0.97Al0.03O,0.022102200000000002,-177.52700000000002,700.0,11.905,"solid state reaction, vacuum"
Zn0.97Al0.03O,0.0170727,-207.5,1000.0,11.905,"solid state reaction, vacuum"
SrMn0.98Mo0.02O3,0.0257653,-80.5607,300.0,11.7425,"solid state reaction, air"
SrMn0.98Mo0.02O3,0.0260503,-73.8318,400.0,11.7425,"solid state reaction, air"
SrMn0.98Mo0.02O3,0.0335085,-58.3178,700.0,11.7425,"solid state reaction, air"
SrMn0.98Mo0.02O3,0.03553630000000001,-40.1869,1000.0,11.7425,"solid state reaction, air"
SrMn0.96Mo0.04O3,0.015401900000000001,-110.28,300.0,11.7425,"solid state reaction, air"
SrMn0.96Mo0.04O3,0.0151768,-105.04700000000001,400.0,11.7425,"solid state reaction, air"
SrMn0.96Mo0.04O3,0.0173875,-88.5981,700.0,11.7425,"solid state reaction, air"
SrMn0.96Mo0.04O3,0.0229475,-74.3925,1000.0,11.7425,"solid state reaction, air"
Sm1.7Ca0.3MnO3,0.24887600000000001,69.4361,300.0,10.9565,"solid state reaction, air"
Sm0.5Ca0.5MnO3,0.00955255,-32.5663,300.0,10.9565,"solid state reaction, air"
CaMnO3,0.0285342,-357.564,300.0,10.3485,"solid state reaction, air"
ZrNi1.98Cu0.02Sn,0.00105,-133.0,300.0,19.03666667,"arc melted, Ar"
ZrNi1.98Cu0.02Sn,0.00117,-136.0,400.0,19.03666667,"arc melted, Ar"
ZrNi0.76Co0.004Cu0.2Sn,0.008759999999999999,-95.0,300.0,19.03666667,"arc melted, Ar"
ZrNi0.76Co0.004Cu0.2Sn,0.00695,-130.0,400.0,19.03666667,"arc melted, Ar"
ZrNiSn0.98Sb0.02,0.000598,-113.0,300.0,19.03666667,"arc melted, Ar"
ZrNiSn0.98Sb0.02,0.000624,-137.0,400.0,19.03666667,"arc melted, Ar"
Zr0.94Y0.06NiSn0.96Sb0.04,0.000771,-92.0,300.0,19.03666667,"arc melted, Ar"
Zr0.94Y0.06NiSn0.96Sb0.04,0.000788,-109.0,400.0,19.03666667,"arc melted, Ar"
NbCoSn,0.00122831,-119.18799999999999,300.0,17.57166667,Floating zone melting
NbCoSn,0.00141493,-137.005,400.0,17.57166667,Floating zone melting
NbCoSn,0.00203039,-168.074,700.0,17.57166667,Floating zone melting
NbCoSn,0.00259029,-177.53,1000.0,17.57166667,Floating zone melting
NbCo1.05Sn,0.00137411,-163.441,300.0,17.57166667,Floating zone melting
NbCo1.05Sn,0.0016302,-185.373,400.0,17.57166667,Floating zone melting
NbCo1.05Sn,0.00233598,-236.77200000000002,700.0,17.57166667,Floating zone melting
NbCo1.05Sn,0.00297916,-250.86,1000.0,17.57166667,Floating zone melting
NbCo1.10Sn,0.00111024,-130.766,300.0,17.57166667,Floating zone melting
NbCo1.10Sn,0.00129687,-151.928,400.0,17.57166667,Floating zone melting
NbCo1.10Sn,0.0018429000000000002,-189.172,700.0,17.57166667,Floating zone melting
NbCo1.10Sn,0.00242362,-199.4,1000.0,17.57166667,Floating zone melting
NbCo2Sn,0.000147,-18.17146,300.0,,
Bi92Sb8,0.000160849,-81.3,300.0,32.59833333,"melted, vacuum"
Bi92Sb8,0.000155432,-69.3,400.0,32.59833333,"melted, vacuum"
Bi90Sb10,0.000182312,-80.8,300.0,32.59833333,"melted, vacuum"
Bi90Sb10,0.00018076099999999999,-68.5,400.0,32.59833333,"melted, vacuum"
Bi88Sb12,0.000172072,-85.3,300.0,32.59833333,"melted, vacuum"
Bi88Sb12,0.000167887,-72.9,400.0,32.59833333,"melted, vacuum"
Bi86Sb14,0.000256248,-81.3,300.0,32.59833333,"melted, vacuum"
Bi86Sb14,0.000292608,-69.1,400.0,32.59833333,"melted, vacuum"
Bi83Sb17,0.000259558,-75.2,300.0,32.59833333,"melted, vacuum"
Bi83Sb17,0.000285183,-61.6,400.0,32.59833333,"melted, vacuum"
CaMn7O12,0.08931,8.02541,700.0,9.981833332999999,"solid state reaction, air"
CaMn7O12,0.040500699999999994,-20.1644,1000.0,9.981833332999999,"solid state reaction, air"
CaMn6.5Cu0.5O12,0.513021,32.5598,300.0,9.981833332999999,"solid state reaction, air"
CaMn6.5Cu0.5O12,0.17263399999999998,9.29006,400.0,9.981833332999999,"solid state reaction, air"
CaMn6.5Cu0.5O12,0.0500867,-15.3459,700.0,9.981833332999999,"solid state reaction, air"
CaMn6.5Cu0.5O12,0.0281389,-24.3591,1000.0,9.981833332999999,"solid state reaction, air"
CaMn6CuO12,0.247652,-13.1349,300.0,9.981833332999999,"solid state reaction, air"
CaMn6CuO12,0.10105700000000001,-19.922,400.0,9.981833332999999,"solid state reaction, air"
CaMn6CuO12,0.0326349,-27.3305,700.0,9.981833332999999,"solid state reaction, air"
CaMn6CuO12,0.0204067,-30.2012,1000.0,9.981833332999999,"solid state reaction, air"
LiMn2O4,1720.91,-55.6808,300.0,9.922142857,"solid state reaction, air"
LiMn2O4,74.0928,-45.9919,400.0,9.922142857,"solid state reaction, air"
LiMn2O4,1.1673200000000001,-30.1768,700.0,9.922142857,"solid state reaction, air"
LiMn2O4,0.261071,-19.4145,1000.0,9.922142857,"solid state reaction, air"
Pr0.5Ca0.5MnO3,0.0552875,-22.2738,300.0,11.095999999999998,"solid state reaction, air"
Pr0.5Ca0.5MnO3,0.029806700000000002,-22.7685,400.0,11.095999999999998,"solid state reaction, air"
Pr0.5Ca0.5MnO3,0.0160953,-23.4352,700.0,11.095999999999998,"solid state reaction, air"
Pr0.5Ca0.5MnO3,0.012738600000000001,-23.7587,1000.0,11.095999999999998,"solid state reaction, air"
Mo3Te4,0.000711,4.08735,300.0,24.75642857,"solid state reaction, vacuum"
Mo3Te4,0.00072,7.5098899999999995,400.0,24.75642857,"solid state reaction, vacuum"
Mo3Te4,0.000715,16.5599,700.0,24.75642857,"solid state reaction, vacuum"
Mo3Te4,0.000723,23.9118,1000.0,24.75642857,"solid state reaction, vacuum"
Mo6Te7S,0.000767,3.34933,300.0,24.75642857,"solid state reaction, vacuum"
Mo6Te7S,0.0007830000000000001,5.48011,400.0,24.75642857,"solid state reaction, vacuum"
Mo6Te7S,0.000817,13.9768,700.0,24.75642857,"solid state reaction, vacuum"
Mo6Te7S,0.000833,21.1078,1000.0,24.75642857,"solid state reaction, vacuum"
Mo6Te6S2,0.000857,6.30124,300.0,24.75642857,"solid state reaction, vacuum"
Mo6Te6S2,0.0008869999999999999,8.06322,400.0,24.75642857,"solid state reaction, vacuum"
Mo6Te6S2,0.0009460000000000001,11.6892,700.0,24.75642857,"solid state reaction, vacuum"
Mo6Te6S2,0.001,14.6136,1000.0,24.75642857,"solid state reaction, vacuum"
CuRh0.9Mg0.1O2,0.00248814,138.814,300.0,11.71333333,"solid state reaction, air"
CuRh0.9Mg0.1O2,0.00270088,153.007,400.0,11.71333333,"solid state reaction, air"
CuRh0.9Mg0.1O2,0.00392099,203.02700000000002,700.0,11.71333333,"solid state reaction, air"
CuRh0.9Mg0.1O2,0.00552975,265.993,1000.0,11.71333333,"solid state reaction, air"
Sr2Ti0.8Nb0.2O4,0.004761905,-53.6,300.0,13.35714286,"solid state reaction, Ar"
Sr2Ti0.8Nb0.2O4,0.0056689340000000005,-67.6,400.0,13.35714286,"solid state reaction, Ar"
Sr2Ti0.8Nb0.2O4,0.008654262,-110.3,700.0,13.35714286,"solid state reaction, Ar"
Sr2Ti0.8Nb0.2O4,0.013333333000000001,-167.0,1000.0,13.35714286,"solid state reaction, Ar"
Sr3Ti1.6Nb0.4O7,0.0018587360000000002,-42.4,300.0,12.70833333,"solid state reaction, Ar"
Sr3Ti1.6Nb0.4O7,0.002173913,-57.16,400.0,12.70833333,"solid state reaction, Ar"
Sr3Ti1.6Nb0.4O7,0.004291845,-98.3,700.0,12.70833333,"solid state reaction, Ar"
Sr3Ti1.6Nb0.4O7,0.0078125,-158.0,1000.0,12.70833333,"solid state reaction, Ar"
SrTi0.8Nb0.2O3,0.001451379,-52.14,300.0,12.0315,"solid state reaction, Ar"
SrTi0.8Nb0.2O3,0.001420455,-62.4,400.0,12.0315,"solid state reaction, Ar"
SrTi0.8Nb0.2O3,0.001709402,-110.0,700.0,12.0315,"solid state reaction, Ar"
SrTi0.8Nb0.2O3,0.002564103,-164.9,1000.0,12.0315,"solid state reaction, Ar"
Sr0.95La0.05TiO3,0.007013213000000001,-167.0,300.0,11.966,"solid state reaction, Ar"
Sr0.95La0.05TiO3,0.004427365,-188.0,400.0,11.966,"solid state reaction, Ar"
Sr0.95La0.05TiO3,0.009176669,-251.0,700.0,11.966,"solid state reaction, Ar"
Sr0.95La0.05TiO3,0.018325859,-285.0,1000.0,11.966,"solid state reaction, Ar"
Sr0.9La0.1TiO3,0.002614215,-97.6,300.0,11.966,"solid state reaction, Ar"
Sr0.9La0.1TiO3,0.001650323,-115.0,400.0,11.966,"solid state reaction, Ar"
Sr0.9La0.1TiO3,0.0036589290000000004,-179.0,700.0,11.966,"solid state reaction, Ar"
Sr0.9La0.1TiO3,0.007932541999999999,-221.0,1000.0,11.966,"solid state reaction, Ar"
Sr0.8La0.2TiO3,0.00061297,-53.7,300.0,12.0,"solid state reaction, Ar"
Sr0.8La0.2TiO3,0.000533678,-64.7,400.0,12.0,"solid state reaction, Ar"
Sr0.8La0.2TiO3,0.00119206,-113.0,700.0,12.0,"solid state reaction, Ar"
Sr0.8La0.2TiO3,0.0023806179999999997,-158.0,1000.0,12.0,"solid state reaction, Ar"
TiNiSn,0.031417889,-271.305,300.0,17.35083333,"arc-melted, vacuum"
TiNiSn,0.008392923,-295.89099999999996,400.0,17.35083333,"arc-melted, vacuum"
TiNiSn,0.002761043,-255.058,700.0,17.35083333,"arc-melted, vacuum"
TiNiSn,0.00162668,-159.717,1000.0,17.35083333,"arc-melted, vacuum"
Ti0.99Nb0.01NiSn,0.001155085,-177.31900000000002,300.0,17.35083333,"arc-melted, vacuum"
Ti0.99Nb0.01NiSn,0.001240099,-192.458,400.0,17.35083333,"arc-melted, vacuum"
Ti0.99Nb0.01NiSn,0.001275479,-211.295,700.0,17.35083333,"arc-melted, vacuum"
Ti0.99Nb0.01NiSn,0.001142318,-172.59400000000002,1000.0,17.35083333,"arc-melted, vacuum"
Ti0.98Nb0.02NiSn,0.00065392,-139.982,300.0,17.35083333,"arc-melted, vacuum"
Ti0.98Nb0.02NiSn,0.000727215,-158.575,400.0,17.35083333,"arc-melted, vacuum"
Ti0.98Nb0.02NiSn,0.0009078360000000001,-188.543,700.0,17.35083333,"arc-melted, vacuum"
Ti0.98Nb0.02NiSn,0.000960366,-174.312,1000.0,17.35083333,"arc-melted, vacuum"
Ti0.95Nb0.05NiSn,0.000350664,-96.2097,300.0,17.35083333,"arc-melted, vacuum"
Ti0.95Nb0.05NiSn,0.000395775,-110.94,400.0,17.35083333,"arc-melted, vacuum"
Ti0.95Nb0.05NiSn,0.000566575,-146.063,700.0,17.35083333,"arc-melted, vacuum"
Ti0.95Nb0.05NiSn,0.000725805,-142.549,1000.0,17.35083333,"arc-melted, vacuum"
ZrNiSn,0.031417889,-353.714,300.0,18.90583333,"arc-melted, vacuum"
ZrNiSn,0.008742023,-342.67400000000004,400.0,18.90583333,"arc-melted, vacuum"
ZrNiSn,0.0027973670000000003,-284.671,700.0,18.90583333,"arc-melted, vacuum"
ZrNiSn,0.0015898179999999998,-212.937,1000.0,18.90583333,"arc-melted, vacuum"
Zr0.99Nb0.01NiSn,0.00109507,-170.87599999999998,300.0,18.90583333,"arc-melted, vacuum"
Zr0.99Nb0.01NiSn,0.001240347,-189.025,400.0,18.90583333,"arc-melted, vacuum"
Zr0.99Nb0.01NiSn,0.001348732,-228.446,700.0,18.90583333,"arc-melted, vacuum"
Zr0.99Nb0.01NiSn,0.001214574,-210.78900000000002,1000.0,18.90583333,"arc-melted, vacuum"
Zr0.98Nb0.02NiSn,0.000615745,-131.398,300.0,18.90583333,"arc-melted, vacuum"
Zr0.98Nb0.02NiSn,0.000691477,-148.254,400.0,18.90583333,"arc-melted, vacuum"
Zr0.98Nb0.02NiSn,0.00087395,-193.68099999999998,700.0,18.90583333,"arc-melted, vacuum"
Zr0.98Nb0.02NiSn,0.000951602,-196.196,1000.0,18.90583333,"arc-melted, vacuum"
Zr0.95Nb0.05NiSn,0.000337249,-78.184,300.0,18.90583333,"arc-melted, vacuum"
Zr0.95Nb0.05NiSn,0.00036433300000000005,-89.0283,400.0,18.90583333,"arc-melted, vacuum"
Zr0.95Nb0.05NiSn,0.00047369800000000004,-129.304,700.0,18.90583333,"arc-melted, vacuum"
Zr0.95Nb0.05NiSn,0.000586514,-150.70600000000002,1000.0,18.90583333,"arc-melted, vacuum"
Ca3Co4O9,0.045864405999999996,50.1234,300.0,10.864844900000001,"sol-gel, air"
Ca3Co4O9,0.041030186,58.0016,400.0,10.864844900000001,"sol-gel, air"
Ca3Co4O9,0.028737366,84.2826,700.0,10.864844900000001,"sol-gel, air"
Ca3Co4O9,0.026053065,118.60700000000001,1000.0,10.864844900000001,"sol-gel, air"
La0.05Ca2.85Co3.8O8.55,0.04077738,62.1344,300.0,10.864844900000001,"sol-gel, air"
La0.05Ca2.85Co3.8O8.55,0.037831785,70.013,400.0,10.864844900000001,"sol-gel, air"
La0.05Ca2.85Co3.8O8.55,0.02510973,88.58,700.0,10.864844900000001,"sol-gel, air"
La0.05Ca2.85Co3.8O8.55,0.019086118,123.896,1000.0,10.864844900000001,"sol-gel, air"
La0.3Ca2.7Co4O9,0.059608255,59.7107,300.0,10.864844900000001,"sol-gel, air"
La0.3Ca2.7Co4O9,0.038675593,68.4692,400.0,10.864844900000001,"sol-gel, air"
La0.3Ca2.7Co4O9,0.020697677,92.43700000000001,700.0,10.864844900000001,"sol-gel, air"
La0.3Ca2.7Co4O9,0.015040127,126.87,1000.0,10.864844900000001,"sol-gel, air"
La0.45Ca2.55Co4O9,0.043094346,65.3296,300.0,10.864844900000001,"sol-gel, air"
La0.45Ca2.55Co4O9,0.03725033,73.0975,400.0,10.864844900000001,"sol-gel, air"
La0.45Ca2.55Co4O9,0.022970024,95.0781,700.0,10.864844900000001,"sol-gel, air"
La0.45Ca2.55Co4O9,0.01759148,131.717,1000.0,10.864844900000001,"sol-gel, air"
Cr1.3Mo6S8,0.000508654,21.5075,300.0,17.60849673,"solid state reaction, vacuum"
Cr1.3Mo6S8,0.0005519230000000001,27.070999999999998,400.0,17.60849673,"solid state reaction, vacuum"
Cr1.3Mo6S8,0.0006932689999999999,51.22,700.0,17.60849673,"solid state reaction, vacuum"
Cr1.3Mo6S8,0.000814423,69.9615,1000.0,17.60849673,"solid state reaction, vacuum"
Mn1.3Mo6S8,0.000690385,27.2882,300.0,18.15022222,"solid state reaction, vacuum"
Mn1.3Mo6S8,0.000736538,30.9869,400.0,18.15022222,"solid state reaction, vacuum"
Mn1.3Mo6S8,0.000877885,47.6766,700.0,18.15022222,"solid state reaction, vacuum"
Mn1.3Mo6S8,0.0009615380000000001,57.4673,1000.0,18.15022222,"solid state reaction, vacuum"
Fe1.3Mo6S8,0.00065,22.6264,300.0,17.93822222,"solid state reaction, vacuum"
Fe1.3Mo6S8,0.000673077,28.1894,400.0,17.93822222,"solid state reaction, vacuum"
Fe1.3Mo6S8,0.000759615,45.2526,700.0,17.93822222,"solid state reaction, vacuum"
Fe1.3Mo6S8,0.000825962,53.9242,1000.0,17.93822222,"solid state reaction, vacuum"
Ni2.0Mo6S8,0.0006182690000000001,8.26675,300.0,16.69458333,"solid state reaction, vacuum"
Ni2.0Mo6S8,0.0005115380000000001,9.168460000000001,400.0,16.69458333,"solid state reaction, vacuum"
Ni2.0Mo6S8,0.000456731,20.8232,700.0,16.69458333,"solid state reaction, vacuum"
Ni2.0Mo6S8,0.000468269,33.2249,1000.0,16.69458333,"solid state reaction, vacuum"
Cu4.0Mo6S8,0.000831731,47.8006,300.0,15.80703704,"solid state reaction, vacuum"
Cu4.0Mo6S8,0.001025,61.5689,400.0,15.80703704,"solid state reaction, vacuum"
Cu4.0Mo6S8,0.00168846,105.3,700.0,15.80703704,"solid state reaction, vacuum"
Cu4.0Mo6S8,0.00217885,132.993,1000.0,15.80703704,"solid state reaction, vacuum"
Ca0.9Bi0.1MnO3,0.003705584,-82.6524,300.0,10.6785,"solid state reaction, air"
Ca0.9Bi0.1MnO3,0.003996595,-100.786,400.0,10.6785,"solid state reaction, air"
Ca0.9Bi0.1MnO3,0.004997002,-119.70700000000001,700.0,10.6785,"solid state reaction, air"
Ca0.9Bi0.1MnO3,0.005189333,-96.0071,1000.0,10.6785,"solid state reaction, air"
Ca0.9Ce0.1MnO3,0.007290755,-49.1829,300.0,10.757,"solid state reaction, air"
Ca0.9Ce0.1MnO3,0.006446871,-55.3822,400.0,10.757,"solid state reaction, air"
Ca0.9Ce0.1MnO3,0.0066573019999999995,-59.9632,700.0,10.757,"solid state reaction, air"
Ca0.9Ce0.1MnO3,0.007892598,-80.4739,1000.0,10.757,"solid state reaction, air"
Ca0.9Y0.1MnO3,0.017755745,-86.6384,300.0,10.757,"solid state reaction, air"
